title,workload,url,school,registered_people,rating,instructor
Curso Pandas: transformação e manipulação de dados,6,https://www.alura.com.br/curso-online-pandas-transformacao-manipulacao-dados,Data Science,1670,9.4,Mirla Costa
Curso Pandas: selecionando e agrupando dados,8,https://www.alura.com.br/curso-online-pandas-selecao-agrupamento-dados,Data Science,1920,8.9,João Vitor de Miranda
Curso Pandas I/O: trabalhando com diferentes formatos de arquivos,8,https://www.alura.com.br/curso-online-pandas-io-trabalhando-diferentes-formatos-arquivos,Data Science,2137,9.4,Valquíria Alencar 
Curso Pandas: limpeza e tratamento de dados,8,https://www.alura.com.br/curso-online-pandas-limpeza-tratamento-dados,Data Science,1694,9.3,Bruno Raphaell
Curso Data Science: análise de series temporais,6,https://www.alura.com.br/curso-online-data-science-series-temporais,Data Science,8449,8.9,Guilherme Lima
Curso Data Analysis: Google Sheets,6,https://www.alura.com.br/curso-online-data-analysis-introducao-google-sheets,Data Science,8687,9.3,Daniel Siqueira
Curso Data Analysis: previsões com Google Sheets,8,https://www.alura.com.br/curso-online-data-analysis-previsoes-google-sheets,Data Science,3826,9.4,Daniel Siqueira
Curso Data Analysis: estatística com Google Sheets,8,https://www.alura.com.br/curso-online-data-analysis-estatistica-google-sheets,Data Science,2875,9.3,Daniel Siqueira
Curso Data Science: análises para saúde e medicina,8,https://www.alura.com.br/curso-online-data-science-saude-e-medicina,Data Science,4057,9.0,Guilherme Silveira
Curso Data Science: visualização de dados para saúde e medicina,7,https://www.alura.com.br/curso-online-data-science-visualizacao-saude-e-medicina,Data Science,3148,8.9,Guilherme Silveira
Curso Geopandas: trabalhando com dados geoespaciais,6,https://www.alura.com.br/curso-online-geopandas-trabalhando-dados-geoespaciais,Data Science,491,9.0,Allan Segovia Spadini
Curso Reconhecimento de imagens: Twitter e Computer Vision API,10,https://www.alura.com.br/curso-online-reconhecimento-imagens,Data Science,1727,8.9,Júlio Oliveira
Curso Clustering: extraindo padrões de dados,9,https://www.alura.com.br/curso-online-cluster-analysis,Data Science,4862,9.1,Thainá Mariani
Curso MLOps: Machine Learning e APIs,10,https://www.alura.com.br/curso-online-mlops-machine-learning-e-apis,Data Science,3834,9.2,Júlio Oliveira
Curso MLOps: deploy de modelos,8,https://www.alura.com.br/curso-online-mlops-deploy-modelos,Data Science,1685,9.0,Júlio Oliveira
Curso Árvores de Decisão: aprofundando em modelos de Machine Learning,8,https://www.alura.com.br/curso-online-arvores-decisao-aprofundando-modelos-machine-learning,Data Science,4065,9.2,Thainá Mariani
Curso Data Mesh: uma abordagem distribuída para dados,8,https://www.alura.com.br/curso-online-data-mesh-abordagem-distribuida-dados,Data Science,2163,9.2,Guilherme Silveira
Curso Data Mesh: dados como produtos,10,https://www.alura.com.br/curso-online-data-mesh-dados-produtos,Data Science,1194,9.2,Guilherme Silveira
Curso Data Mesh: gerenciando controle e dependências,6,https://www.alura.com.br/curso-online-data-mesh-controle-dependencias,Data Science,814,8.9,João Vitor de Miranda
Curso Data Mesh: infraestrutura e planos,6,https://www.alura.com.br/curso-online-data-mesh-infraestrutura-planos,Data Science,601,9.0,João Vitor de Miranda
Curso Oracle ADS: análise de dados na nuvem,10,https://www.alura.com.br/curso-online-oracle-ads-analise-dados-nuvem,Data Science,909,9.5,Pedro Henrique Campagna Moura da Silva
Curso NumPy: análise numérica eficiente com Python,8,https://www.alura.com.br/curso-online-numpy-analise-numerica-eficiente-pythons,Data Science,4899,8.8,Allan Segovia Spadini
Curso Data Visualization: criando gráficos com bibliotecas Python,10,https://www.alura.com.br/curso-online-data-visualization-graficos-bibliotecas-python,Data Science,1264,9.5,Valquíria Alencar 
Curso Data Visualization: gráficos de comparação e distribuição,12,https://www.alura.com.br/curso-online-data-visualization-graficos-comparacao-distribuicao,Data Science,438,9.1,Afonso Augusto Rios
Curso Data Visualization: gráficos de composição e relacionamento,10,https://www.alura.com.br/curso-online-data-visualization-graficos-composicao-relacionamento,Data Science,305,9.1,Afonso Augusto Rios
Curso Pesquisa operacional: entendendo as bases dos métodos de otimização,10,https://www.alura.com.br/curso-online-pesquisa-operacional-bases-metodos-otimizacao,Data Science,292,9.3,Judecir Cavalcante Aguiar Júnior
Curso IA aumentada: prevendo atrasos de voos,8,https://www.alura.com.br/curso-online-ia-aumentada-prevendo-atrasos-voos,Data Science,376,9.2,Bruno Raphaell
Curso Data Visualization parte 1: gráficos com uma variável,5,https://www.alura.com.br/curso-online-data-visualization-graficos,Data Science,3982,9.0,Gabriel Lima Gomes
Curso Data Visualization parte 2: gráficos com multivariáveis,8,https://www.alura.com.br/curso-online-data-visualization-multivariaveis,Data Science,2033,9.0,Gabriel Lima Gomes
Curso Data Visualization: criação de gráficos com o Matplotlib,6,https://www.alura.com.br/curso-online-customizacao-matplot,Data Science,6181,9.2,Luis Meazzini
Curso Data Visualization: técnicas de visualização com Google Sheets,8,https://www.alura.com.br/curso-online-data-visualization-visualizacao-google-sheets,Data Science,4604,9.1,Daniel Siqueira
Curso Data Visualization: estilização de tabelas com Python,8,https://www.alura.com.br/curso-online-data-visualization-estilizacao-tabelas-python,Data Science,621,9.2,Mirla Costa
Curso Programação em R: desenvolva dashboards online com Shiny,10,https://www.alura.com.br/curso-online-programacao-r-dashboard-online-shiny,Data Science,929,9.0,Gabriel Lima Gomes
Curso Oracle Analytics: visualizando dados,8,https://www.alura.com.br/curso-online-oracle-analytics-visualizando-dados,Data Science,1113,9.4,Daniel Siqueira
Curso Streamlit: construindo um dashboard interativo,10,https://www.alura.com.br/curso-online-streamlit-construindo-dashboard-interativo,Data Science,1187,9.4,João Vitor de Miranda
Curso Dados geográficos: visualização de mapas com Folium,10,https://www.alura.com.br/curso-online-dados-geograficos-visualizacao-mapas-folium,Data Science,377,9.1,João Vitor de Miranda
Curso Machine Learning: classificação com SKLearn,8,https://www.alura.com.br/curso-online-machine-learning-introducao-a-classificacao-com-sklearn,Data Science,30310,9.3,Guilherme Silveira
Curso Machine Learning: validação de modelos,8,https://www.alura.com.br/curso-online-machine-learning-validando-modelos,Data Science,6920,9.2,Guilherme Silveira
Curso Machine Learning parte 1: otimização de modelos através de hiperparâmetros,9,https://www.alura.com.br/curso-online-machine-learning-otimizacao-de-modelos-atraves-de-hiperparametros,Data Science,7568,9.3,Guilherme Silveira
Curso Machine Learning parte 2: otimização com exploração aleatória,8,https://www.alura.com.br/curso-online-machine-learning-otimizacao-com-exploracao-aleatoria,Data Science,5327,9.3,Guilherme Silveira
Curso Machine Learning: classificação por trás dos panos,8,https://www.alura.com.br/curso-online-machine-learning-classificacao-tras-panos,Data Science,5468,9.0,Ana Clara de Andrade Mioto
Curso Linguagem Natural parte 1: NLP com análise de sentimento,6,https://www.alura.com.br/curso-online-introducao-a-nlp-com-analise-de-sentimento,Data Science,7235,8.9,Thiago G Santos
Curso Linguagem Natural parte 2: continuando com a análise de sentimento,4,https://www.alura.com.br/curso-online-nlp-com-analise-de-sentimento,Data Science,4402,9.0,Thiago G Santos
Curso NLP: regex e modelos de linguagem,12,https://www.alura.com.br/curso-online-nlp-modelos-linguagem,Data Science,2573,8.9,Thiago G Santos
Curso Classificação multilabel de textos: múltiplos contextos em NLP,10,https://www.alura.com.br/curso-online-classificacao-multilabel-nlp,Data Science,1581,9.0,Thiago G Santos
Curso Machine Learning: intro a sistemas de recomendação em Python,8,https://www.alura.com.br/curso-online-introducao-a-sistemas-de-recomendacao-com-python,Data Science,6967,9.2,Guilherme Silveira
Curso Machine Learning: lidando com dados de muitas dimensões,12,https://www.alura.com.br/curso-online-reducao-dimensionalidade,Data Science,4985,8.8,Thiago G Santos
Curso Machine Learning: Credit Scoring,10,https://www.alura.com.br/curso-online-machine-learning-credit-scoring,Data Science,1102,8.9,karoline.penteado
Curso Machine Learning com Oracle ADS: produtividade na criação de modelos,10,https://www.alura.com.br/curso-online-machine-learning-oracle-ads-criacao-modelos,Data Science,779,9.3,Igor Nascimento Alves
Curso CD4ML: Entrega Contínua para Machine Learning,8,https://www.alura.com.br/curso-online-cd4ml-entrega-continua-machine-learning,Data Science,463,8.8,Igor Nascimento Alves
Curso Deep Learning parte 1: Keras,5,https://www.alura.com.br/curso-online-deep-learning-introducao-com-keras,Data Science,7007,9.2,Cássia Sampaio
Curso Deep Learning parte 2: como a rede aprende,6,https://www.alura.com.br/curso-online-deep-learning-como-a-rede-aprende,Data Science,3079,9.1,Cássia Sampaio
Curso Deep Learning: previsão com Keras,10,https://www.alura.com.br/curso-online-deep-learning-previsao-keras,Data Science,2235,8.5,Allan Segovia Spadini
Curso Data Analytics: Machine Learning com Google Cloud Platform,12,https://www.alura.com.br/curso-online-data-analytics-google-cloud,Data Science,1735,8.8,Júlio Oliveira
Curso Data Analytics: Machine Learning no Marketing Digital,16,https://www.alura.com.br/curso-online-machine-learning-marketing-digital,Data Science,2980,9.0,Júlio Oliveira
Curso Visão computacional: detecção de texto em placas de carro,10,https://www.alura.com.br/curso-online-visao-computacional-deteccao-texto-placas-carro,Data Science,666,9.1,João Vitor de Miranda
Curso Visão Computacional: reconhecimento de texto com OCR e OpenCV,10,https://www.alura.com.br/curso-online-visao-computacional-reconhecimento-texto-ocr-opencv,Data Science,1455,9.0,Sthefanie Monica Premebida
Curso Visão computacional: Hand Tracking com OpenCV,10,https://www.alura.com.br/curso-online-visao-computacional-hand-tracking-opencv,Data Science,450,9.2,João Vitor de Miranda
Curso Visão Computacional: detecção de movimento com OpenCV,10,https://www.alura.com.br/curso-online-visao-computacional-deteccao-movimento-opencv,Data Science,525,9.0,Sthefanie Monica Premebida
Curso Visão Computacional: análise facial,10,https://www.alura.com.br/curso-online-visao-computacional-analise-facial,Data Science,853,9.1,Mirla Costa
Curso Classificação: construindo modelos semi-supervisionados,8,https://www.alura.com.br/curso-online-classificacao-construindo-modelos-semi-supervisionados,Data Science,246,9.0,João Vitor de Miranda
Curso Redes Neurais: Deep Learning com PyTorch,6,https://www.alura.com.br/curso-online-pln-deep-learning,Data Science,5289,9.3,Camila Laranjeira
Curso Redes Neurais Convolucionais: Deep Learning com PyTorch,10,https://www.alura.com.br/curso-online-cnn-redes-neurais-convolucionais-deep-learning-pytorch,Data Science,2021,9.3,Camila Laranjeira
Curso Treinando uma Rede Neural: Deep Learning com PyTorch,8,https://www.alura.com.br/curso-online-treinando-rede-neural-pytorch,Data Science,2699,9.3,Camila Laranjeira
Curso Redes Neurais Recorrentes: Deep Learning com Pytorch,10,https://www.alura.com.br/curso-online-rnn-redes-neurais-recorrentes-deep-learning-pytorch,Data Science,1188,9.1,Camila Laranjeira
Curso Corretor Ortográfico em Python: aplicando técnicas de NLP,10,https://www.alura.com.br/curso-online-nlp-corretor-ortografico,Data Science,4752,8.9,Thiago G Santos
Curso Análise e Classificação de Faces: visão Computacional com OpenCV,10,https://www.alura.com.br/curso-online-analise-classificacao-faces-visao-computacional-opencv,Data Science,2373,9.3,Michel Fernandes
Curso Modelos preditivos em dados: detecção de fraude,8,https://www.alura.com.br/curso-online-modelos-preditivos-dados-deteccao-fraude,Data Science,4526,9.1,Sthefanie Monica Premebida
Curso Clustering aplicado: recomendando músicas com K-Means,10,https://www.alura.com.br/curso-online-clustering-aplicado-recomendando-musicas-k-means,Data Science,2038,8.9,Sthefanie Monica Premebida
Curso Word2Vec: interpretação da linguagem humana com Word embedding,10,https://www.alura.com.br/curso-online-introducao-word-embedding,Data Science,2047,9.1,Thiago G Santos
Curso Word2Vec: treinamento de Word Embedding,10,https://www.alura.com.br/curso-online-word2vec-treinamento-word-embedding,Data Science,1323,9.1,Thiago G Santos
Curso Clusterização de dados: segmentação de clientes,8,https://www.alura.com.br/curso-online-clusterizacao-dados-segmentacao-clientes,Data Science,3288,9.2,Sara Malvar
Curso MLflow: gestão do ciclo de vidas de modelos de ML,8,https://www.alura.com.br/curso-online-mlflow-gestao-ciclo-vidas-modelos-ml,Data Science,860,9.0,Júlio Oliveira
Curso Análise de componentes principais: elaboração de rankings com o PCA,8,https://www.alura.com.br/curso-online-analise-componentes-elaboracao-rankings-pca,Data Science,576,9.0,João Vitor de Miranda
"Curso Regressão com Sklearn: desenvolvimento, previsão e otimização",8,https://www.alura.com.br/curso-online-regressao-sklearn-desenvolvimento-previsao-otimizacao,Data Science,604,9.1,Ana Clara de Andrade Mioto
Curso Aprendizado não supervisionado: primeiras técnicas e métodos,8,https://www.alura.com.br/curso-online-aprendizado-nao-supervisionado-tecnicas-metodos,Data Science,1132,9.0,Ana Clara de Andrade Mioto
Curso Keras: primeiros passos em redes neurais,8,https://www.alura.com.br/curso-online-keras-primeiros-passos-redes-neurais,Data Science,749,9.3,Mirla Costa
Curso Continuous Delivery for Machine Learning: completando o Pipeline,8,https://www.alura.com.br/curso-online-continuous-delivery-machine-learning-pipeline-completo,Data Science,459,9.0,Guilherme Silveira
Curso Databricks: criando um sistema de recomendação,10,https://www.alura.com.br/curso-online-databricks-criando-sistema-recomendacao,Data Science,642,9.1,Igor Nascimento Alves
Curso Classificação: validação de modelos e métricas de avaliação,8,https://www.alura.com.br/curso-online-classificacao-validacao-modelos-metricas-avaliacao,Data Science,979,9.2,João Vitor de Miranda
Curso Classificação: selecionando features,8,https://www.alura.com.br/curso-online-classificacao-selecionando-features,Data Science,258,9.1,Allan Segovia Spadini
Curso Classificação: resolvendo problemas multiclasse,8,https://www.alura.com.br/curso-online-classificacao-resolvendo-problemas-multiclasse,Data Science,291,9.2,Valquíria Alencar 
Curso Classificação: aprendendo a classificar dados com Machine Learning,8,https://www.alura.com.br/curso-online-classificacao-aprendendo-classificar-dados-machine-learning,Data Science,1030,9.2,João Vitor de Miranda
Curso Classificação: melhorando o desempenho com XGBoost,8,https://www.alura.com.br/curso-online-classificacao-melhorando-desempenho-xgboost,Data Science,113,9.1,Valquíria Alencar 
Curso Classificação: combinando classificadores para a melhoria de performance,8,https://www.alura.com.br/curso-online-classificacao-combinando-classificadores-melhoria-performance,Data Science,142,8.8,Allan Segovia Spadini
Curso Classificação: otimizando modelos de machine learning,8,https://www.alura.com.br/curso-online-classificacao-otimizando-modelos-machine-learning,Data Science,187,8.9,Bruno Raphaell
Curso IA aumentada: aprimorando técnicas de otimização em um problema prático,8,https://www.alura.com.br/curso-online-ia-aumentada-tecnicas-otimizacao-problema-pratico,Data Science,188,9.2,Guilherme Silveira
Curso IA aumentada: entendendo e praticando otimização com OR-Tools,8,https://www.alura.com.br/curso-online-ia-aumentada-entendendo-praticando-otimizacao-or-tools,Data Science,177,8.8,Guilherme Silveira
Curso IA aumentada: adicionando a dimensão de tempo ao problema de voos,8,https://www.alura.com.br/curso-online-ia-aumentada-dimensao-tempo-problema-voos,Data Science,188,8.8,Guilherme Silveira
Curso Funções com Excel: operações matemáticas e filtros,8,https://www.alura.com.br/curso-online-funcoes-excel-operacoes-matematicas-filtros,Data Science,6058,9.6,Roberto Sabino
Curso Excel: simulação e análise de cenários,6,https://www.alura.com.br/curso-online-excel-simulacao-e-analise-de-cenarios,Data Science,15983,9.5,Guilherme Silveira
"Curso Análise de dados: cálculos, padrões e estratégias com Excel",6,https://www.alura.com.br/curso-online-analise-de-dados-excel,Data Science,16011,9.1,Rodolpho Bernabel
Curso Excel: personalizando e automatizando tarefas com VBA,8,https://www.alura.com.br/curso-online-excel-vba-personalizacao-automacao-tarefas,Data Science,10325,9.3,Roberto Sabino
Curso Excel: criação de macros e automatização de tarefas,12,https://www.alura.com.br/curso-online-excel-criacao-de-macros-automacao-de-tarefas,Data Science,29870,9.4,Roberto Sabino
Curso Excel: domine o editor de planilhas,8,https://www.alura.com.br/curso-online-excel-domine-editor-planilhas,Data Science,12305,9.6,Roberto Sabino
Curso Excel: aprendendo lógica booleana e busca por valores,8,https://www.alura.com.br/curso-online-excel-logica-booleana-busca-valores,Data Science,1756,9.6,Roberto Sabino
Curso Excel: utilizando tabelas dinâmicas e gráficos dinâmicos,8,https://www.alura.com.br/curso-online-excel-utilizando-tabelas-dinamicas-graficos-dinamicos,Data Science,1898,9.5,Roberto Sabino
Curso Excel: automatizando tarefas com Macros,8,https://www.alura.com.br/curso-online-excel-automatizando-tarefas-macros,Data Science,1100,9.6,Roberto Sabino
Curso Excel VBA: automatize tarefas diárias mesmo não sendo programador,8,https://www.alura.com.br/curso-online-excel-vba-automatizacao-tarefas-diarias,Data Science,5889,9.4,Roberto Sabino
Curso Excel VBA: criando Formulários para facilitar a entrada de dados nas planilhas,8,https://www.alura.com.br/curso-online-excel-vba-formularios-facilitar-entrada-dados-planilhas,Data Science,3518,9.5,Roberto Sabino
Curso Excel VBA 3: criando conexão com o Outlook Application,10,https://www.alura.com.br/curso-online-excel-vba-conexao-outlook-application,Data Science,2312,9.4,Roberto Sabino
Curso Excel VBA 4: criando conexão com Access,10,https://www.alura.com.br/curso-online-excel-vba-4-criando-conexao-access,Data Science,1988,9.3,Roberto Sabino
Curso BI com Excel: criando bancos de dados com planilhas,10,https://www.alura.com.br/curso-online-bi-excel-crie-bancos-dados-planilhas,Data Science,4000,9.5,Roberto Sabino
Curso BI com Excel: criando um Dashboard sem complicação,8,https://www.alura.com.br/curso-online-bi-excel-criando-dashboard-sem-complicacao,Data Science,2631,9.5,Roberto Sabino
Curso BI com Excel: criando Dashboard com Power Pivot,8,https://www.alura.com.br/curso-online-bi-excel-dashboard-power-pivot,Data Science,1171,9.5,Roberto Sabino
Curso BI com Excel: conhecendo o Power Query,8,https://www.alura.com.br/curso-online-bi-excel-power-query,Data Science,1754,9.5,Roberto Sabino
Curso BI com Excel: dashboard com Power Query,10,https://www.alura.com.br/curso-online-excel-dashboards-power-query,Data Science,1081,9.4,Roberto Sabino
Curso BI com Excel: trabalhando com tabelas dinâmicas com Power Pivot,8,https://www.alura.com.br/curso-online-bi-excel-tabelas-dinamicas-power-pivot,Data Science,1533,9.5,Roberto Sabino
Curso Recursos Visuais com Excel: explorando gráficos e formatos,8,https://www.alura.com.br/curso-online-recursos-visuais-excel-graficos-formatos,Data Science,2971,9.6,Roberto Sabino
Curso VBA: automatizando tarefas diárias sem ser Dev,10,https://www.alura.com.br/curso-online-vba-automatizando-tarefas-diarias-sem-ser-dev,Data Science,210,9.2,Roberto Sabino
Curso VBA: manipulação e limpeza de dados,8,https://www.alura.com.br/curso-online-vba-manipulacao-limpeza-dados,Data Science,107,9.1,Roberto Sabino
"Curso Modelagem do Data Warehouse: atributos, hierarquia e indicadores",8,https://www.alura.com.br/curso-online-modelagem-data-warehouse-atributos-hierarquia-indicadores,Data Science,1737,9.0,Victorino Vila
Curso Report Analysis com Power BI: gerando relatórios empresariais,12,https://www.alura.com.br/curso-online-business-intelligence-power-bi,Data Science,11481,9.0,Victorino Vila
Curso Dashboard com Tableau: conceitos essenciais,12,https://www.alura.com.br/curso-online-tableau-conceitos-essenciais,Data Science,4496,9.4,Victorino Vila
Curso Tableau: preparação e transformação de dados,14,https://www.alura.com.br/curso-online-tableau-preparacao-transformacao-dados,Data Science,1991,9.3,Victorino Vila
Curso Tableau: funções e cálculos LoD,14,https://www.alura.com.br/curso-online-tableau-funcoes-calculos-lod,Data Science,1193,9.3,Victorino Vila
Curso Tableau: gráficos simples e avançados,14,https://www.alura.com.br/curso-online-tableau-graficos-simples-avancados,Data Science,1203,9.3,Victorino Vila
Curso Tableau: construindo dashboards e histórias,10,https://www.alura.com.br/curso-online-tableau-construindo-dashboards-historias,Data Science,928,9.3,Victorino Vila
Curso Tableau: como trabalhar com mapas,12,https://www.alura.com.br/curso-online-tableau-como-trabalhar-mapas,Data Science,738,9.3,Victorino Vila
Curso Tableau: executando um projeto de BI,12,https://www.alura.com.br/curso-online-tableau-executando-projeto-bi,Data Science,727,9.4,Victorino Vila
Curso Qlik Sense: conhecendo a ferramenta,16,https://www.alura.com.br/curso-online-qlik-sense-conhecendo-ferramenta,Data Science,2238,9.3,Victorino Vila
Curso Qlik Sense: manipulando dados,12,https://www.alura.com.br/curso-online-qlik-sense-manipulando-dados,Data Science,899,9.4,Victorino Vila
Curso Qlik Sense: analisando dados,14,https://www.alura.com.br/curso-online-qlik-sense-analisando-dados,Data Science,685,9.4,Victorino Vila
Curso Qlik Sense: expressões avançadas,14,https://www.alura.com.br/curso-online-qlik-sense-expressoes-avancadas,Data Science,573,9.4,Victorino Vila
Curso Qlik Sense: conexões SQL,10,https://www.alura.com.br/curso-online-qlik-sense-conexoes-sql,Data Science,483,9.2,Victorino Vila
Curso Qlik Sense: histórias e gráficos,10,https://www.alura.com.br/curso-online-qlik-sense-historias-graficos,Data Science,406,9.2,Victorino Vila
Curso Dashboard com Power BI: visualizando dados,8,https://www.alura.com.br/curso-online-dashboard-power-bi-visualizando-dados,Data Science,8838,9.4,Ana  Duarte
Curso Power BI Desktop: tratamento de dados no Power Query,8,https://www.alura.com.br/curso-online-power-bi-desktop-tratamento-de-dados-power-query,Data Science,5586,9.4,David Neves
Curso Power BI: mergulhando na linguagem M,8,https://www.alura.com.br/curso-online-power-bi-mergulhando-linguagem-m,Data Science,4045,9.2,David Neves
Curso Power BI Desktop: construindo meu primeiro dashboard,8,https://www.alura.com.br/curso-online-power-bi-desktop-construindo-primeiro-dashboard,Data Science,13973,9.6,Daniel Siqueira
Curso Power BI: Report Builder,8,https://www.alura.com.br/curso-online-power-bi-report-builder,Data Science,2411,9.2,Ana  Duarte
Curso Power BI: conhecendo o serviço,8,https://www.alura.com.br/curso-online-power-bi-conhecendo-servico,Data Science,4511,9.3,Ana  Duarte
Curso Power BI: explorando recursos visuais,8,https://www.alura.com.br/curso-online-power-bi-recursos-visuais,Data Science,4206,9.4,Ana  Duarte
Curso Power BI: modelagem de dados,8,https://www.alura.com.br/curso-online-power-bi-modelagem-dados,Data Science,2295,9.3,Daniel Siqueira
Curso Power BI: aplicando DAX ao negócio,8,https://www.alura.com.br/curso-online-power-bi-aplicando-dax-negocio,Data Science,1609,9.3,Daniel Siqueira
Curso Power BI: DAX contextos e iteração,8,https://www.alura.com.br/curso-online-power-bi-dax-contextos-iteracao,Data Science,3290,9.5,Daniel Siqueira
Curso Power BI: aprofundando na linguagem DAX,8,https://www.alura.com.br/curso-online-power-bi-aprofundando-linguagem-dax,Data Science,2260,9.0,Igor Nascimento Alves
Curso Google Data Studio: Parâmetros e Big Query,14,https://www.alura.com.br/curso-online-google-data-studio-parametros-big-query,Data Science,1893,9.2,Victorino Vila
Curso MicroStrategy Workstation: conhecendo a ferramenta,8,https://www.alura.com.br/curso-online-microstrategy-workstation-ferramenta,Data Science,487,9.3,David Neves
Curso MicroStrategy Workstation: transformações e métricas,8,https://www.alura.com.br/curso-online-microstrategy-workstation-transformacoes-metricas,Data Science,269,9.2,David Neves
Curso MicroStrategy Workstation: elaborando uma apresentação,8,https://www.alura.com.br/curso-online-microstrategy-workstation-elaborando-apresentacao,Data Science,308,9.2,David Neves
Curso Looker Studio: criando o primeiro relatório,8,https://www.alura.com.br/curso-online-looker-studio-primeiro-relatorio,Data Science,3039,9.3,Daniel Siqueira
Curso Looker Studio: visualização de dados,6,https://www.alura.com.br/curso-online-looker-studio-visualizacao-dados,Data Science,1500,9.3,Maria Gabriela Oliva
Curso Looker Studio: trabalhando com funções e filtros,8,https://www.alura.com.br/curso-online-looker-studio-funcoes-filtros,Data Science,1015,9.1,Maria Gabriela Oliva
Curso Looker Studio: parâmetros e combinações de dados,6,https://www.alura.com.br/curso-online-looker-studio-parametros-combinacoes-dados,Data Science,739,9.1,Maria Gabriela Oliva
Curso Data Warehouse e Integration Services: carregando dados dimensionais,8,https://www.alura.com.br/curso-online-data-warehouse-integration-services-dados-dimensionais,Data Science,280,9.2,Victorino Vila
Curso Data Warehouse e Integration Services: carregando fatos e dimensão tempo,12,https://www.alura.com.br/curso-online-data-warehouse-integration-services-carregando-fatos-dimensao-tempo,Data Science,214,9.1,Victorino Vila
Curso Data Mart e Analysis Services: construindo um modelo OLAP multidimensional,10,https://www.alura.com.br/curso-online-data-mart-analysis-services-modelo-olap-multidimensional,Data Science,177,9.0,Victorino Vila
Curso Data Mart e Analysis Services: trabalhando com KPIs,14,https://www.alura.com.br/curso-online-data-mart-analysis-services-trabalhando-kpis,Data Science,141,9.0,Victorino Vila
Curso Data Lake e Integration Services: construindo e carregando as dimensões,14,https://www.alura.com.br/curso-online-data-lake-integration-services-construindo-carregando-dimensoes,Data Science,517,9.1,Victorino Vila
Curso Data Lake e Integration Services: construindo e carregando o tempo e as fatos,10,https://www.alura.com.br/curso-online-data-lake-integration-services-construindo-carregando-tempo-fatos,Data Science,309,9.1,Victorino Vila
Curso Python e Power BI: analisando dados do mercado financeiro,10,https://www.alura.com.br/curso-online-python-power-bi-dados-mercado-financeiro,Data Science,698,8.9,Afonso Augusto Rios
Curso Dashboards e Power BI: usando modelos OLAP multidimensionais,8,https://www.alura.com.br/curso-online-dashboards-power-bi-modelos-olap-multidimensionais,Data Science,171,9.2,Victorino Vila
Curso Power BI: aplicando a RLS,8,https://www.alura.com.br/curso-online-power-bi-aplicando-rls,Data Science,172,9.1,David Neves
Curso Power Apps: descobrindo o poder da automação LowCode,10,https://www.alura.com.br/curso-online-power-apps-descobrindo-poder-automacao-lowcode,Data Science,314,9.0,Roberto Sabino
Curso Power BI: criando visuais customizados,8,https://www.alura.com.br/curso-online-power-bi-criando-visuais-customizados,Data Science,188,9.1,Ana  Duarte
Curso MongoDB: conhecendo um banco de dados NoSQL,8,https://www.alura.com.br/curso-online-mongodb-banco-dados-nosql,Data Science,5723,9.2,Danielle Oliveira
Curso MongoDB: validando dados,8,https://www.alura.com.br/curso-online-mongodb-validando-dados,Data Science,1604,9.1,Danielle Oliveira
Curso MongoDB: modelagem de dados,8,https://www.alura.com.br/curso-online-mongodb-modelagem-de-dados,Data Science,1321,9.0,Danielle Oliveira
Curso MongoDB: realizando consultas,10,https://www.alura.com.br/curso-online-mongodb-realizando-consultas,Data Science,878,9.1,Danielle Oliveira
Curso MongoDB: segurança e disponibilidade dos dados,10,https://www.alura.com.br/curso-online-mongodb-seguranca-disponibilidade-dados,Data Science,535,9.1,Danielle Oliveira
Curso Datomic: um banco cronológico,8,https://www.alura.com.br/curso-online-introducao-ao-datomic,Data Science,2413,9.2,Guilherme Silveira
Curso Datomic Queries: avançando com o modelo e pesquisas,10,https://www.alura.com.br/curso-online-datomic-identidade-e-queries,Data Science,909,9.3,Guilherme Silveira
Curso Datomic: Schemas e Regras,10,https://www.alura.com.br/curso-online-datomic-schemas-regras,Data Science,624,9.1,Guilherme Silveira
"Curso Datomic: Bindings, transaction functions e filters",10,https://www.alura.com.br/curso-online-datomic-bindings-transaction-functions-e-filters,Data Science,453,9.2,Guilherme Silveira
Curso Datomic: banco filtrado e histórico,10,https://www.alura.com.br/curso-online-datomic-banco-filtrado-e-historico,Data Science,379,9.3,Guilherme Silveira
"Curso Datomic: geradores, schemas e índices",10,https://www.alura.com.br/curso-online-datomic-geradores-schemas-e-indices,Data Science,384,9.2,Guilherme Silveira
Curso BigQuery: o banco de dados da Google para Big Data,12,https://www.alura.com.br/curso-online-bigquery-banco-dados-google-big-data,Data Science,3576,9.1,Victorino Vila
Curso BigQuery: funções do BigQuery,16,https://www.alura.com.br/curso-online-bigquery-funcoes,Data Science,1453,9.2,Victorino Vila
Curso BigQuery: manipulação de dados,14,https://www.alura.com.br/curso-online-bigquery-manipulacao-dados,Data Science,1250,9.2,Victorino Vila
Curso Acesso ao Big Query: manipulação programático linguagens,12,https://www.alura.com.br/curso-online-big-query-manipulacao-programatico-linguagens,Data Science,1021,8.9,Victorino Vila
"Curso MongoDB: trabalhando com armazenamento, backups e otimização de consulta",8,https://www.alura.com.br/curso-online-mongodb-armazenamento-backups-otimizacao-consulta,Data Science,301,9.0,Danielle Oliveira
