title,workload,url,school,registered_people,rating,instructor
Curso Liderança ambidestra: buscando inovação e resultados,6,https://www.alura.com.br/curso-online-lideranca-ambidestra-inovacao-resultados,Inovação & Gestão,49211,9.2,Douglas Vidal
Curso Liderança: práticas de gestão e melhorias,8,https://www.alura.com.br/curso-online-lideranca-praticas-gestao-melhorias,Inovação & Gestão,1458,9.4,Ana Ribeiro
Curso Liderança transformacional: criando uma cultura de excelência,8,https://www.alura.com.br/curso-online-lideranca-transformacional-criando-cultura-excelencia,Inovação & Gestão,2332,9.3,Tayná Carvalho
Curso Mentalidade de crescimento: potencializando sua carreira,6,https://www.alura.com.br/curso-online-mentalidade-crescimento-potencializando-carreira,Inovação & Gestão,8515,9.3,Simone Schaan
Curso Mindset digital: técnicas e habilidades para liderança remota,8,https://www.alura.com.br/curso-online-mindset-digital-tecnicas-habilidades-para-lideranca-remota,Inovação & Gestão,6618,9.3,Maíra Nicoletti
Curso Negociação para líderes: desenvolva a habilidade e consiga bons acordos,8,https://www.alura.com.br/curso-online-negociacao-lideres-habilidade-bons-acordos,Inovação & Gestão,13663,9.4,Sergio Lopes de Carvalho
Curso Oratória para líderes: como se comunicar profissionalmente,6,https://www.alura.com.br/curso-online-oratoria-lideres-comunicacao-profissional,Inovação & Gestão,11652,9.4,Sergio Lopes de Carvalho
Curso Psicologia positiva: liderança autêntica a partir de forças pessoais,8,https://www.alura.com.br/curso-online-psicologia-positiva-lideranca-forcas-pessoais,Inovação & Gestão,42314,9.3,Lilian Frossard
Curso Responsabilidade corporativa: como lidar com divergências e julgamentos,10,https://www.alura.com.br/curso-online-responsabilidade-corporativa-divergencias-julgamentos,Inovação & Gestão,2113,9.4,Marianne Henriques
Curso Treinamento e desenvolvimento: atue com técnicas e diretrizes,10,https://www.alura.com.br/curso-online-treinamento-desenvolvimento-atue-tecnicas-diretrizes,Inovação & Gestão,1248,9.4,Ana Ribeiro
"Curso Tomada de decisão: pensar, analisar e agir",8,https://www.alura.com.br/curso-online-tomada-de-decisao-pensar-analisar-agir,Inovação & Gestão,2193,9.3,Tayná Carvalho
Curso Liderança: aprendendo sobre a missão e propósito de liderar pessoas,6,https://www.alura.com.br/curso-online-lideranca-missao-proposito-liderar-pessoas,Inovação & Gestão,7910,9.3,Priscila Stuani
Curso Profissão Tech Lead: conhecendo a liderança técnica,8,https://www.alura.com.br/curso-online-profissao-tech-lead-conhecendo-lideranca-tecnica,Inovação & Gestão,923,9.3,Francisco dos Santos
Curso Tech Lead: construindo práticas e rotinas de gestão,10,https://www.alura.com.br/curso-online-tech-lead-construindo-praticas-rotinas-gestao,Inovação & Gestão,387,9.4,Ana Ribeiro
Curso Tech Lead: gerindo pessoas e guiando para alta performance,8,https://www.alura.com.br/curso-online-tech-lead-gerindo-pessoas-guiando-alta-performance,Inovação & Gestão,294,9.1,Ana Ribeiro
Curso Tech Lead: desenvolvendo habilidades de comunicação,8,https://www.alura.com.br/curso-online-tech-lead-desenvolvendo-habilidades-comunicacao,Inovação & Gestão,217,9.2,Tayná Carvalho
"Curso Governança de TI: gestão de programas, projetos e produtos",8,https://www.alura.com.br/curso-online-governanca-ti-gestao-programas-projetos-produtos,Inovação & Gestão,1183,9.3,Roberto Sabino
Curso Governança de TI: alinhamento estratégico,8,https://www.alura.com.br/curso-online-governanca-ti-alinhamento-estrategico,Inovação & Gestão,2508,9.3,Roberto Pina Rizzo
Curso Governança de TI: Gestão de Requisitos no Contexto Ágil,8,https://www.alura.com.br/curso-online-governanca-ti-gestao-requisitos-contexto-agil,Inovação & Gestão,1133,9.4,Roberto Sabino
"Curso Governança de TI: modelo de gestão, arquitetura e inovação",8,https://www.alura.com.br/curso-online-governanca-ti-modelo-gestao-arquitetura-inovacao,Inovação & Gestão,1266,9.4,Roberto Pina Rizzo
Curso Governança de TI: Gestão de Mudanças Organizacionais e de TI,8,https://www.alura.com.br/curso-online-governanca-ti-gestao-mudancas-organizacionais-ti,Inovação & Gestão,987,9.4,Roberto Sabino
Curso Governança de TI: a importância da Gestão do Conhecimento,8,https://www.alura.com.br/curso-online-governanca-ti-importancia-gestao-conhecimento,Inovação & Gestão,767,9.4,Roberto Sabino
Curso Governança de TI: conheça os fundamentos da gestão de portfólios,6,https://www.alura.com.br/curso-online-governanca-ti-fundamentos-gestao-portfolios,Inovação & Gestão,850,9.3,Roberto Pina Rizzo
Curso Governança de TI: gerencie serviços e fortaleça a segurança,6,https://www.alura.com.br/curso-online-governanca-ti-gerencie-servicos-fortaleca-seguranca,Inovação & Gestão,902,9.3,Roberto Pina Rizzo
Curso Gerenciamento de inovação organizacional parte 1: técnicas de ideação,10,https://www.alura.com.br/curso-online-gerenciamento-inovacao-organizacional,Inovação & Gestão,11470,9.2,Roberto Pina Rizzo
Curso Gerenciamento de inovação organizacional parte 2: aplicações práticas,11,https://www.alura.com.br/curso-online-gerenciamento-inovacao-aplicacoes-praticas,Inovação & Gestão,5049,9.2,Roberto Pina Rizzo
Curso Gestão de contratos: dicas e cuidados gerais,8,https://www.alura.com.br/curso-online-fundamentos-gestao-contratos-dicas-cuidados,Inovação & Gestão,4708,9.3,Roberto Pina Rizzo
Curso Gestão de fornecedores: seleção e contratação,6,https://www.alura.com.br/curso-online-gestao-fornecedores-selecao-contratacao,Inovação & Gestão,1888,9.2,Ricardo Nakano
"Curso Gestão de fornecedores: mobilização, acompanhamento e desmobilização",8,https://www.alura.com.br/curso-online-gestao-fornecedores-mobilizacao-acompanhamento-desmobilizacao,Inovação & Gestão,1342,9.2,Ricardo Nakano
Curso RH Ágil: estratégia ou sobrevivência,8,https://www.alura.com.br/curso-online-rh-agil-estrategia-sobrevivencia,Inovação & Gestão,6157,9.3,Rachel Malva
Curso RH Ágil: desenvolvendo competências profissionais,8,https://www.alura.com.br/curso-online-rh-agil-desenvolvendo-competencias-profissionais,Inovação & Gestão,4113,9.3,Rachel Malva
Curso RH Ágil: Employer Branding,6,https://www.alura.com.br/curso-online-rh-agil-employer-branding,Inovação & Gestão,2748,9.3,Tais Hasobe
Curso RH Ágil: Employee Experience,6,https://www.alura.com.br/curso-online-rh-agil-employee-experience,Inovação & Gestão,3578,9.3,Tais Hasobe
Curso RH na Educação Corporativa: visualizando novos paradigmas,8,https://www.alura.com.br/curso-online-rh-educacao-corporativa-novos-paradigmas,Inovação & Gestão,2851,9.3,Priscila Stuani
Curso Técnicas de facilitação de RH: interações e envolvimento de colaboradores,8,https://www.alura.com.br/curso-online-tecnicas-facilitacao-rh-interacoes-envolvimento-colaboradores,Inovação & Gestão,1790,9.2,Tais Hasobe
Curso Princípios do trabalho em equipe: relações colaborativas,6,https://www.alura.com.br/curso-online-principios-trabalho-equipe-relacao-colaborativa,Inovação & Gestão,28773,9.3,Priscila Stuani
Curso Mentoria: desenvolvendo pessoas e compartilhando experiências,6,https://www.alura.com.br/curso-online-mentoria-desenvolvendo-pessoas-compartilhando-experiencias,Inovação & Gestão,15980,9.3,Tatiane Froelich
Curso Mediação de conflitos: construa soluções efetivas,8,https://www.alura.com.br/curso-online-mediacao-conflitos-solucoes-efetivas,Inovação & Gestão,6474,9.3,Sergio Lopes de Carvalho
"Curso Management 3.0: gerencie o ambiente, não as pessoas",10,https://www.alura.com.br/curso-online-management-3-0-gerencie-ambiente-nao-pessoas,Inovação & Gestão,9435,9.3,Marianne Henriques
Curso Tech Recruiter: desenvolva sua carreira,8,https://www.alura.com.br/curso-online-tech-recruiter-desenvolva-carreira,Inovação & Gestão,3155,9.4,Priscila Stuani
Curso Recrutamento e seleção: uma estratégia com foco em competências,8,https://www.alura.com.br/curso-online-recrutamento-selecao-estrategia-foco-competencias,Inovação & Gestão,2635,9.5,Ana Ribeiro
Curso People Analytics: RH orientado a dados,8,https://www.alura.com.br/curso-online-people-analytics-rh-orientado-dados,Inovação & Gestão,3383,9.3,Ana Ribeiro
Curso Benchmarking em RH: explore boas práticas,8,https://www.alura.com.br/curso-online-benchmarking-rh-explore-praticas,Inovação & Gestão,2626,9.3,Ana Ribeiro
Curso Confiança: crie uma cultura baseada em confiança,8,https://www.alura.com.br/curso-online-confianca-crie-cultura-baseada-confianca,Inovação & Gestão,3691,9.3,Marianne Henriques
Curso Business Partner: atue como um RH de impacto estratégico,8,https://www.alura.com.br/curso-online-business-partner-atue-rh-impacto-estrategico,Inovação & Gestão,1995,9.3,Ana Ribeiro
Curso Delegação de tarefas: obtenha o melhor do seu time,6,https://www.alura.com.br/curso-online-delegacao-tarefas-obtenha-melhor-time,Inovação & Gestão,5051,9.3,Yasmin Cunha
Curso SharePoint 1: criando um site de colaboração para a equipe,8,https://www.alura.com.br/curso-online-sharepoint-1-site-colaboracao-equipe,Inovação & Gestão,5910,9.3,Roberto Sabino
Curso SharePoint 2: montando uma estrutura de rede usando SharePoint e OneDrive,8,https://www.alura.com.br/curso-online-sharepoint-2-estrutura-rede-sharepoint-onedrive,Inovação & Gestão,2631,9.2,Roberto Sabino
Curso Sharepoint 3: criando listas personalizadas,8,https://www.alura.com.br/curso-online-sharepoint-3-criando-listas-personalizadas,Inovação & Gestão,1694,9.1,Roberto Sabino
Curso SAP: entendendo suas características gerais,10,https://www.alura.com.br/curso-online-sap-caracteristicas-gerais,Inovação & Gestão,7879,9.2,Celso Barreira
Curso SAP Activate: gestão ágil em projetos SAP,6,https://www.alura.com.br/curso-online-sap-activate-fundamentos-essenciais,Inovação & Gestão,3551,9.4,Celso Barreira
Curso KCS: implementando o serviço centrado no conhecimento,6,https://www.alura.com.br/curso-online-kcs-implementando-servico-centrado-conhecimento,Inovação & Gestão,372,9.3,Rebeca Menezes
Curso COBIT 2019: compreendendo princípios e estrutura,8,https://www.alura.com.br/curso-online-cobit-2019-compreendendo-principios-estrutura,Inovação & Gestão,84,8.5,Roberto Sabino
Curso Análise da gestão de processos: implantando melhorias,8,https://www.alura.com.br/curso-online-gestao-processos-implantando-melhorias,Inovação & Gestão,6647,9.1,Daniel Meireles Meira
Curso Value Stream Mapping (VSM): conheça o mapeamento de Fluxo de Valor,8,https://www.alura.com.br/curso-online-vsm-mapeamento-fluxo-valor,Inovação & Gestão,2542,9.2,Roberto Sabino
Curso Value Stream Mapping (VSM): desenhe um Mapa de Valor,8,https://www.alura.com.br/curso-online-vsm-desenhe-mapa-valor,Inovação & Gestão,2812,9.2,Roberto Sabino
Curso Lean Six Sigma: um guia para melhoria de processos,8,https://www.alura.com.br/curso-online-lean-six-sigma-guia-melhoria-processos,Inovação & Gestão,946,9.3,Roberto Pina Rizzo
Curso RPA: automatize processos com ferramentas No/Low Code,8,https://www.alura.com.br/curso-online-rpa-automatize-processos-ferramentas-no-low-code,Inovação & Gestão,1236,9.0,Júlia Cortazio Viana
Curso Gestão de negócios: visão geral de processos de negócios,8,https://www.alura.com.br/curso-online-gestao-negocios-visao-geral-processos-negocios,Inovação & Gestão,1496,9.0,Roberto Sabino
"Curso Gestão de negócios: governança, agilidade e métricas",8,https://www.alura.com.br/curso-online-gestao-negocios-governanca-agilidade-metricas,Inovação & Gestão,1069,9.3,Roberto Sabino
Curso Reengenharia e qualidade: mudando e aperfeiçoando processos,6,https://www.alura.com.br/curso-online-reengenharia-qualidade-mudando-aperfeicoando-processos,Inovação & Gestão,524,9.2,Roberto Pina Rizzo
Curso Kaizen: implemente uma estratégia de melhoria contínua,6,https://www.alura.com.br/curso-online-kaizen-implemente-estrategia-melhoria-continua,Inovação & Gestão,674,9.2,Júlia Cortazio Viana
Curso Alavancas de gestão do conhecimento: aprendizagem e produtividade,8,https://www.alura.com.br/curso-online-alavancas-gestao-conhecimento-aprendizagem-produtividade,Inovação & Gestão,14824,9.2,Roberto Pina Rizzo
Curso Manifesto NoProjects: desprojetização,8,https://www.alura.com.br/curso-online-fundamentos-desprojetizacao-manifesto-noprojects,Inovação & Gestão,1326,9.2,Roberto Pina Rizzo
Curso Práticas de desprojetização: Flow Framework,6,https://www.alura.com.br/curso-online-praticas-desprojetizacao-flow-framework,Inovação & Gestão,874,9.2,Roberto Pina Rizzo
Curso Feedback: a arte de orientar e ser orientado com sentido,5,https://www.alura.com.br/curso-online-feedback,Inovação & Gestão,69215,9.4,Priscila Stuani
Curso Oratória: conquiste a atenção do seu público,6,https://www.alura.com.br/curso-online-oratoria-conquiste-atencao-seu-publico,Inovação & Gestão,3676,9.3,Priscila Stuani
Curso Oratória: supere desafios com confiança,6,https://www.alura.com.br/curso-online-oratoria-supere-desafios-confianca,Inovação & Gestão,2766,9.3,Priscila Stuani
Curso Comunicação não violenta: consciência para agir,8,https://www.alura.com.br/curso-online-comunicacao-nao-violenta,Inovação & Gestão,93768,9.3,Priscila Stuani
Curso Comunicação não violenta parte 2: mantendo a empatia,4,https://www.alura.com.br/curso-online-comunicacao-nao-violenta-mantendo-empatia,Inovação & Gestão,74631,9.3,Priscila Stuani
Curso Comunicação corporativa: usando PowerPoint de forma efetiva,6,https://www.alura.com.br/curso-online-comunicacao-corporativa-powerpoint,Inovação & Gestão,9270,9.2,Roberto Sabino
Curso Negociação parte 1: práticas essenciais,10,https://www.alura.com.br/curso-online-negociacao-praticas-essenciais,Inovação & Gestão,23460,9.2,Flávio Costa
Curso Negociação parte 2: técnicas avançadas,12,https://www.alura.com.br/curso-online-negociacao-avancada,Inovação & Gestão,11659,9.4,Carolina Feliciano Azevedo
Curso Gerenciamento de conflitos: técnicas fundamentais,10,https://www.alura.com.br/curso-online-gestao-de-conflitos,Inovação & Gestão,10783,9.0,Carolina Feliciano Azevedo
Curso Networking: expanda sua rede de contatos,8,https://www.alura.com.br/curso-online-networking-expanda-rede-contatos,Inovação & Gestão,796,9.2,Tayná Carvalho
Curso Comunicação persuasiva: habilidades e estratégias para atrair clientes,10,https://www.alura.com.br/curso-online-comunicacao-persuasiva-habilidades-estrategias-atrair-clientes,Inovação & Gestão,1239,9.3,Tayná Carvalho
Curso Hábitos: da produtividade às metas pessoais,6,https://www.alura.com.br/curso-online-habitos-produtividade-metas-pessoais,Inovação & Gestão,4046,9.4,Priscila Stuani
Curso Foco: trazendo mais resultados para o dia a dia,10,https://www.alura.com.br/curso-online-foco-o-poder-do-habito-seu-dia-a-dia,Inovação & Gestão,41203,9.4,Priscila Stuani
Curso Estresse parte 1: buscando qualidade de vida,5,https://www.alura.com.br/curso-online-estresse-trabalho,Inovação & Gestão,21662,9.3,Priscila Stuani
Curso Estresse parte 2: equilibre seu estilo de vida,8,https://www.alura.com.br/curso-online-estresse-trabalho-equilibrio-no-estilo-de-vida,Inovação & Gestão,9672,9.3,Priscila Stuani
Curso Produtividade: hábitos e práticas para o dia a dia,8,https://www.alura.com.br/curso-online-produtividade,Inovação & Gestão,19424,9.3,Priscila Stuani
Curso Produtividade parte 1: estratégias para o dia a dia,6,https://www.alura.com.br/curso-online-produtividade-administre-tempo,Inovação & Gestão,22746,9.4,Priscila Stuani
Curso Produtividade parte 2: organização e prioridade,6,https://www.alura.com.br/curso-online-produtividade-organizacao-e-prioridade,Inovação & Gestão,9334,9.4,Priscila Stuani
Curso Eficácia parte 1: hábitos para sua proatividade,6,https://www.alura.com.br/curso-online-habitos-eficazes,Inovação & Gestão,19532,9.3,Priscila Stuani
Curso Eficácia parte 2: hábitos para sua proatividade,4,https://www.alura.com.br/curso-online-habitos-eficazes-2,Inovação & Gestão,10894,9.3,Priscila Stuani
Curso Desenvolvimento de carreira: a demanda do mercado,10,https://www.alura.com.br/curso-online-desenvolvimento-de-carreira-a-demanda-do-mercado,Inovação & Gestão,7551,9.3,Cintia Amianti
Curso Desenvolvimento de carreira: como alcançar a posição desejada,8,https://www.alura.com.br/curso-online-desenvolvimento-de-carreira-como-alcancar-a-posicao-desejada,Inovação & Gestão,4057,9.3,Cintia Amianti
"Curso Curiosidade, persistência e resiliência: da ideia à ação",6,https://www.alura.com.br/curso-online-curiosidade-persistencia-resiliencia-ideia-acao,Inovação & Gestão,31245,9.2,Débora Coelho
Curso Transição de carreira: um guia para a área da tecnologia,8,https://www.alura.com.br/curso-online-transicao-carreira-tecnologia-guia-basico,Inovação & Gestão,3995,9.1,Renata Tedesco
Curso Propósito profissional: seja protagonista da sua carreira,8,https://www.alura.com.br/curso-online-proposito-profissional-protagonista-carreira,Inovação & Gestão,5127,9.2,Marianne Henriques
Curso Relacionamento interpessoal: aprenda a lidar melhor com você e com o outro,10,https://www.alura.com.br/curso-online-relacionamento-pessoal,Inovação & Gestão,23590,9.3,Priscila Stuani
Curso Relacionamento interpessoal parte 2: melhore seu potencial,6,https://www.alura.com.br/curso-online-relacionamento-interpessoal,Inovação & Gestão,5502,9.4,Priscila Stuani
Curso Pontos fortes parte 1: descubra os seus e aprenda a gerenciá-los,4,https://www.alura.com.br/curso-online-pontos-fortes,Inovação & Gestão,17359,9.3,Priscila Stuani
Curso Pontos fortes parte 2: habilidades e competências,4,https://www.alura.com.br/curso-online-pontos-fortes-habilidades-competencias,Inovação & Gestão,10323,9.3,Priscila Stuani
Curso Síndrome do Impostor: reconheça seu sucesso e resultados,5,https://www.alura.com.br/curso-online-sindrome-do-impostor,Inovação & Gestão,8038,9.3,Priscila Stuani
Curso Storytelling: visão de negócios e desenvolvimento pessoal,8,https://www.alura.com.br/curso-online-storytelling-negocios-desenvolvimento-pessoal,Inovação & Gestão,46613,9.3,Carolina Feliciano Azevedo
Curso Inteligência emocional: práticas para o cotidiano,6,https://www.alura.com.br/curso-online-inteligencia-emocional,Inovação & Gestão,19656,9.3,Priscila Stuani
Curso Comunicação assertiva: reduzindo conflitos e frustrações,6,https://www.alura.com.br/curso-online-comunicacao-assertiva-reduzindo-conflitos-e-frustracaoes,Inovação & Gestão,74648,9.3,Cintia Amianti
Curso Comunicação: como se expressar bem e ser compreendido,12,https://www.alura.com.br/curso-online-comunicacao-se-expressar-bem-ser-compreendido,Inovação & Gestão,15394,9.4,Amandha Moreira
Curso PNL: comunicação efetiva para o dia a dia,6,https://www.alura.com.br/curso-online-pnl-comunicacao-efetiva,Inovação & Gestão,9416,9.3,Renata Tedesco
Curso Criatividade e adequação: aprendendo e aprimorando um processo criativo,6,https://www.alura.com.br/curso-online-criatividade-adequacao,Inovação & Gestão,5954,9.2,Daniela Pedroso
Curso Criatividade aplicada: aprimorando o processo criativo no mercado de trabalho,6,https://www.alura.com.br/curso-online-criatividade-aplicada,Inovação & Gestão,3523,9.2,Daniela Pedroso
Curso Criatividade: potencialize a partir das suas motivações,8,https://www.alura.com.br/curso-online-criatividade-potencialize-motivacoes,Inovação & Gestão,7708,9.1,Daniela Pedroso
Curso Marketing Digital: explorando os conceitos,8,https://www.alura.com.br/curso-online-marketing-digital-explorando-conceitos,Inovação & Gestão,8054,9.3,Ana Mascarenhas
Curso Marketing Digital para lançamentos de Infoprodutos: do conteúdo à conversão,8,https://www.alura.com.br/curso-online-marketing-digital-lancamentos-infoprodutos-conteudo-conversao,Inovação & Gestão,3751,8.4,Letícia Watanabe
Curso Tipos de lançamentos: estratégias e técnicas para produtos digitais,6,https://www.alura.com.br/curso-online-tipos-lancamentos-estrategias-tecnicas-produtos-digitais,Inovação & Gestão,2177,9.2,Letícia Watanabe
Curso Branding: criando uma marca forte,6,https://www.alura.com.br/curso-online-branding-criando-marca-forte,Inovação & Gestão,4112,9.3,Tayná Carvalho
"Curso Rebranding: mude, transforme e recrie marcas para o século 21",8,https://www.alura.com.br/curso-online-rebranding-mude-transforme-recrie-marcas-seculo-21,Inovação & Gestão,1232,9.3,Amandha Moreira
Curso Design da proposta de valor: transformando produtos e serviços,8,https://www.alura.com.br/curso-online-design-proposta-valor-produtos-servicos,Inovação & Gestão,2644,9.2,Tayná Carvalho
Curso Growth Hacking: crescimento para negócios digitais,8,https://www.alura.com.br/curso-online-introducao-growth-hacking,Inovação & Gestão,8238,9.1,Aline Roque Klein
Curso Mobile Marketing: como engajar seu cliente,10,https://www.alura.com.br/curso-online-mobile-marketing-engajar-cliente,Inovação & Gestão,3084,9.3,Raquel Antoniette
Curso Estratégia Omnichannel: aumentando suas vendas,8,https://www.alura.com.br/curso-online-estrategia-omnichannel-aumentando-vendas,Inovação & Gestão,4425,9.3,Letícia Watanabe
Curso CRM e Funil de Marketing: estratégias e funcionalidades,10,https://www.alura.com.br/curso-online-crm-funil-marketing-estrategias-funcionalidades,Inovação & Gestão,3448,9.2,Tayná Carvalho
Curso Fidelização de clientes: estratégias para manter relacionamentos a longo prazo,8,https://www.alura.com.br/curso-online-fidelizacao-clientes-estrategias-relacionamentos-longo-prazo,Inovação & Gestão,5073,9.3,Amandha Moreira
Curso E-mail Marketing: da utilização às estratégias,8,https://www.alura.com.br/curso-online-e-mail-marketing-utilizacao-estrategias,Inovação & Gestão,3641,9.3,Letícia Watanabe
Curso E-mail Marketing: utilizando uma ferramenta de automação,8,https://www.alura.com.br/curso-online-e-mail-marketing-ferramenta-automacao,Inovação & Gestão,1551,9.2,Letícia Watanabe
Curso Neuromarketing: estratégias e ações através do estudo da mente,10,https://www.alura.com.br/curso-online-neuromarketing-estrategias-acoes-estudo-mente,Inovação & Gestão,2754,9.4,Tayná Carvalho
Curso WhatsApp Business: estratégias e funcionalidades para alavancar o seu negócio,10,https://www.alura.com.br/curso-online-whatsapp-business-estrategias-funcionalidades-negocio,Inovação & Gestão,2546,9.3,Tayná Carvalho
Curso Plano de Marketing Digital: como criar e coordenar estratégias,6,https://www.alura.com.br/curso-online-plano-marketing-digital-criar-coordenar-estrategias,Inovação & Gestão,2106,9.0,Yasmin Cunha
Curso LinkedIn Page: melhorando a presença digital,8,https://www.alura.com.br/curso-online-linkedin-page-melhorando-presenca-digital,Inovação & Gestão,137,,Ana Mascarenhas
Curso Marketing Digital: análise de métricas,8,https://www.alura.com.br/curso-online-marketing-digital-metricas,Inovação & Gestão,1289,9.2,Francisco dos Santos
Curso Google Analytics 4: implementação e relatórios,10,https://www.alura.com.br/curso-online-google-analytics-implementacao-relatorios,Inovação & Gestão,6308,9.1,Ana Mascarenhas
Curso Google Search Console: configurações e relatórios,8,https://www.alura.com.br/curso-online-google-search-console-configuracoes-relatorios,Inovação & Gestão,896,9.0,Janaina Oliveira
Curso Marketing Analytics: técnicas e análise de dados,6,https://www.alura.com.br/curso-online-marketing-analytics-tecnicas-analise-dados,Inovação & Gestão,1604,9.2,Ana Mascarenhas
Curso Google Analytics 4: eventos e parametrizações,8,https://www.alura.com.br/curso-online-google-analytics-4-eventos-parametrizacoes,Inovação & Gestão,1373,9.0,Janaina Oliveira
Curso Google Tag Manager: aplicação e gerenciamento de tags,6,https://www.alura.com.br/curso-online-google-tag-manager-aplicacao-gerenciamento-de-tags,Inovação & Gestão,1106,9.1,Felipe de Castro Barbosa
Curso Análise de métricas para aplicativos: configurações e relatórios,8,https://www.alura.com.br/curso-online-analise-metricas-aplicativos-configuracoes-relatorios,Inovação & Gestão,506,9.0,Janaina Oliveira
Curso Personal Branding: como utilizar sua Marca Pessoal a favor da sua carreira,8,https://www.alura.com.br/curso-online-personal-branding-utilizar-marca-pessoal-favor-carreira,Inovação & Gestão,2111,9.2,Amandha Moreira
Curso Aprender a aprender: técnicas para seu autodesenvolvimento,8,https://www.alura.com.br/curso-online-aprender-a-aprender-tecnicas-para-seu-autodesenvolvimento,Inovação & Gestão,84675,9.4,Suzana Braga Lisboa
Curso Ensino e aprendizado remoto: elabore conteúdos encantadores,10,https://www.alura.com.br/curso-online-ensino-aprendizado-remoto-conteudos-encantadores,Inovação & Gestão,2656,9.2,(Helô) Paula Heloisa da Silva Ribeiro
Curso Andragogia: aprimore a educação de pessoas adultas,8,https://www.alura.com.br/curso-online-andragogia-educacao-pessoas-adultas,Inovação & Gestão,1823,9.0,(Helô) Paula Heloisa da Silva Ribeiro
Curso Educação corporativa: engaje seu time na aprendizagem,8,https://www.alura.com.br/curso-online-educacao-corporativa-engaje-time-aprendizagem,Inovação & Gestão,1980,9.1,(Helô) Paula Heloisa da Silva Ribeiro
Curso SEO: otimização de sites,8,https://www.alura.com.br/curso-online-seo-otimizacao-de-sites,Inovação & Gestão,1059,9.4,Ac.mascarenhas
Curso SEO: plataformas CMS,8,https://www.alura.com.br/curso-online-seo-plataformas-cms,Inovação & Gestão,1349,9.2,Ana Mascarenhas
Curso SEO: dominando estratégias e ferramentas para aumento de conversões,6,https://www.alura.com.br/curso-online-seo-estrategias-ferramentas-aumento-conversoes,Inovação & Gestão,731,9.2,Bruna Amaral
Curso Google Ads: criando uma campanha,10,https://www.alura.com.br/curso-online-google-ads-criando-campanha,Inovação & Gestão,5609,9.3,Felipe de Castro Barbosa
Curso Google Ads: aprenda a criar campanhas na rede de display,6,https://www.alura.com.br/curso-online-google-ads-criar-campanhas-rede-display,Inovação & Gestão,1373,9.1,Felipe de Castro Barbosa
Curso Google Ads: campanha de Shopping,8,https://www.alura.com.br/curso-online-google-ads-campanha-shopping,Inovação & Gestão,960,9.1,Felipe de Castro Barbosa
Curso Google Ads: campanhas de vídeo para Youtube,8,https://www.alura.com.br/curso-online-google-ads-campanhas-video-youtube,Inovação & Gestão,733,9.2,Felipe de Castro Barbosa
Curso Google Ads: campanhas para aplicativos,6,https://www.alura.com.br/curso-online-google-ads-campanhas-aplicativos,Inovação & Gestão,507,9.2,Felipe de Castro Barbosa
Curso Google Ads: otimização da rede de pesquisa,8,https://www.alura.com.br/curso-online-google-ads-rede-pesquisa,Inovação & Gestão,629,9.1,Felipe de Castro Barbosa
Curso Tráfego pago: estratégias e aplicações,8,https://www.alura.com.br/curso-online-trafego-pago-estrategias-aplicacoes,Inovação & Gestão,10683,9.3,Ana Mascarenhas
Curso Facebook Ads: criando campanhas de sucesso,8,https://www.alura.com.br/curso-online-facebook-ads-crie-primeiras-campanhas,Inovação & Gestão,4896,9.2,Janaina Oliveira
Curso Facebook Ads: campanha de vídeo e mensagem,8,https://www.alura.com.br/curso-online-facebook-ads-campanha-video-mensagem,Inovação & Gestão,1396,9.2,Janaina Oliveira
Curso Facebook Ads: campanhas de remarketing,6,https://www.alura.com.br/curso-online-facebook-ads-campanhas-remarketing,Inovação & Gestão,615,9.2,Felipe de Castro Barbosa
Curso Facebook Ads: campanhas para e-commerce,10,https://www.alura.com.br/curso-online-facebook-ads-campanhas-e-commerce,Inovação & Gestão,517,9.2,Janaina Oliveira
Curso LinkedIn Ads: criando uma campanha,8,https://www.alura.com.br/curso-online-linkedin-ads-crie-primeira-campanha,Inovação & Gestão,1396,9.2,Ana Mascarenhas
Curso Twitter Ads: criando campanhas,8,https://www.alura.com.br/curso-online-twitter-ads-primeiras-campanhas,Inovação & Gestão,742,9.3,Ana Mascarenhas
Curso TikTok Ads: funcionalidades e configurações para criar campanhas,8,https://www.alura.com.br/curso-online-tiktok-ads-funcionalidades-configuracoes-campanhas,Inovação & Gestão,1713,9.2,Janaina Oliveira
"Curso Produção de conteúdo: estratégias, planejamento e gestão",4,https://www.alura.com.br/curso-online-producao-de-conteudo,Inovação & Gestão,7307,9.1,Jacqueline Lafloufa
Curso Inbound Marketing parte 1: estratégias e ações,6,https://www.alura.com.br/curso-online-inbound-marketing-fundamentos,Inovação & Gestão,5124,9.3,Aline Roque Klein
Curso Inbound Marketing parte 2: processos de automação,8,https://www.alura.com.br/curso-online-inbound-marketing-automacao,Inovação & Gestão,2825,9.2,Aline Roque Klein
Curso Criação de conteúdo em vídeo: estratégias e otimizações,6,https://www.alura.com.br/curso-online-criacao-conteudo-video-estrategias-otimizacoes,Inovação & Gestão,1721,9.1,Letícia Watanabe
Curso Business Model Canvas parte I: um modelo poderoso para o seu negócio,8,https://www.alura.com.br/curso-online-business-model-canvas,Inovação & Gestão,23865,9.0,Priscila Sonnesso
Curso Business Model Canvas parte II: avance no seu modelo de negócios,8,https://www.alura.com.br/curso-online-avance-na-construcao-de-negocios,Inovação & Gestão,12993,9.2,Priscila Sonnesso
